flex-shrink-0 href,el-image__inner src,text-xl,text-xl,flex href,ml-1,ml-2,flex-shrink-0 src,text-xs,mt-2,text-xs 2,text-xs href,text-xs 3,text-xs href 2,text-xs 4,text-xs href 3
textit-com,171231728329380968.webp,TextIt - The Leading Bot Platform,TextIt - 领先的机器人平台,https://textit.com/,--,0,https://www.toolify.ai/2.8.7/img/KE.d47a75b.png,39.15%,在全球范围内构建和启动多渠道消息传递机器人。,其他,other,,,,
metaforms-ai,171196650027334586.webp,MetaForms,元表单,https://metaforms.ai/,--,2,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,59.14%,构建 AI 驱动的表单以获得有价值的用户洞察。,AI 表格和调查,ai-forms-surveys,,,,
ankore,171230654535273432.webp,AI Aggregator,AI 聚合器,https://ankore.io/,--,2,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,100.00%,包含工具、作业、新闻等的完整 AI 聚合器,AI 工具目录,ai-tools-directory,,,,
chamberly,171350555241069371.webp,Chamberly,张伯利,https://www.chamberly.net/,--,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,100.00%,管理心理健康、联系同伴、获得 AI 支持。,心理健康,mental-health,AI 客服助理,ai-customer-service-assistant,生活助理,life-assistant-2
starmony-ai-music-studio,171245849524203424.webp,Starmony,斯塔莫尼,https://starmony.io/,--,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAALVBMVEUKUIn/wgDishYGToshWoD/xgABS499hEl0flIZVYVyfVN7g0qJiUTuuA3vuQwrs+vuAAAAVUlEQVQ4y2NAALZSQUHBiAQGVDCqYGQpMIYDs61ABVHJxijAgMEFDjyPAhWET3FBAQ4MSgjwEKhAVgkVKDAI4gcCw0QBoXAgGJIE42JQJJhRBYNGAQCa+WRi5bPxbgAAAABJRU5ErkJggg==,39.66%,使用 Starmony 在几分钟内创作音乐,AI 音乐生成器,ai-music-generator,AI 歌词生成器,ai-lyrics-generator,录音,recording
konverse-ai,171230508790312661.webp,Konverse AI,康诗 AI,https://konverse.ai/,--,1,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,70.43%,跨多个渠道构建和部署 AI 聊天机器人，无需编码,AI 聊天机器人,ai-chatbot,店员,sales-assistant,AI 分析助手,ai-analytics-assistant
youtube-dubbing,171245854080424086.webp,YouTube Chinese Dubbing,YouTube 中文配音,https://yd.transduck.com/admin/signup?code=30076,--,0,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,34.75%,消除观看视频的语言障碍,AI YouTube 助手,ai-youtube-assistant,字幕或字幕,captions-or-subtitle,,
fluency,171421480544528187.webp,Fluency,流利,https://getfluency.com.au/,--,0,https://www.toolify.ai/2.8.7/img/AU.0266c81.png,60.29%,自动化分步文档,AI SOP,ai-sop,AI 知识管理,ai-knowledge-management,AI 工作流管理,ai-workflow-management
zefram,171277164852621536.webp,Zefram,泽夫拉姆,https://zefram.com/,--,1,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAG1BMVEX///8ANoAAL3x4krn5+vyJoMFTd6k/Zp0nVJN3nRrSAAAAQklEQVQ4y2OAA5YgQRBIYEAFowpGlgJjOCgEK2g2RgEGDEpwIAgGQkooQIFBED8QGFUAUUAwJAnGxaBIMKMKBo0CAMGASIphvEJ6AAAAAElFTkSuQmCC,100.00%,B2B 销售的超人销售开发代表。,AI 语音助手,ai-voice-assistants,店员,sales-assistant,AI CRM 助手,ai-crm-assistant
rocket-statements,1712313570110159.jpeg,Rocket Statements,Rocket 语句,https://www.rocketstatements.com/,--,1,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,43.52%,将 PDF 银行对账单转换为 Excel、CSV 或 JSON。,人工智能 PDF,ai-pdf,,,,
wizdom-ai,171230506619286700.webp,wizdom.ai,wizdom.ai,https://wizdom.ai/,--,4,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,49.55%,适合所有人的智能,AI 分析助手,ai-analytics-assistant,AI 知识图谱,ai-knowledge-graph,研究工具,research-tool
aimusics-net,171421840092768719.webp,AIMusics.Net,AIMusics.Net,https://www.aimusics.net/,--,0,https://www.toolify.ai/2.8.7/img/GB.25b153a.png,52.44%,创作和发现 AI 生成的音乐,AI 设计生成器,ai-design-generator,,,,
parny,171375076866843582.webp,Parny,帕尔尼,https://parny.io/,--,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABEVBMVEXjIRb////jHxTjJBrlLCXjHhLjHxfiGw/nPjvjIhnjIRfhEQbmNCzkKSHkJiDiFgn//v7nODf/+fn+8fL609btbnLpSkvlLifkJR7+9fb96+374OP61dr5ztD3wcL1sLTxjJTtaWvsZmfrWVnnPj/jHRH/+/v74uT62Nv1rLDzpKTynKDxkJjxj5LwhY3tc3bsbG7pTlPoREXnPTblLC3jGQ7hEgz97vD75en73d/3wcb2vL32tLv1srf2tbTzp67yl5zylZXwjY7vg4fven7qWV7rXl3qVVfpSUXoRD7lMDDjIR/+9vf85uv50dH3xsz4ycf1s7HwiIjugIjvgoPudX3rYGPrYF7qV1LpUEzjIyTfLJ8tAAABsElEQVRIx+2VR3eCQBSFceiCEFQQe0Fi19iNLcYSW3pP/v8PyQyL5IgLSpIddznnfHfe3Pd4YJ48/bUAknuYInieJ1gduKIDzFWmNC5Vc1uCAo5xfFMv+AydDGZKgHSIC7kEYkPFVKk8TabkCHCGN6KQPg3P8z1OFKl1TSacGKg5hEcnLY407GiqpVD2cX8LFX+d7nR/0twLmJ/F7BVB1FHxSYY+PGbzEg4wGx5MHPKxZ850jJ9l8l2aFnALHF+hrt3uyCO+WJO2byurKCMZyAcfTNcDGsiFWHoYb6gWPH+BOn8pHmYa2WTTIXhesxwFfoKe/yiawsvE0LPOFZiqi/sx+DmU+3AoKrxup33Bqfn9up6NFyrpxDIALPJfo0LD0nH+4UVHem9a8Vi7CA36c85v4rNPEk3SLGs5f0ujAEU8NGClnd/e/DN3KIER8x0hoD7h/NteI7h2gwxSWo9GCNkVmgrlaPvkBkazy9qe43odeZaFoTky0IY+VEI8mRrdJ8avhNMFxjKNJHJAW2jBqMD5AlbbH3K1Un1ptgOkqw1OApWIEAJFgt/9fzx5+nd9ASSfJvJantjOAAAAAElFTkSuQmCC,100.00%,使用 AI 警报进行待命管理。,AI 分析助手,ai-analytics-assistant,,,,
opendialog-ai,171277168950079623.webp,OpenDialog,OpenDialog,https://opendialog.ai/,--,0,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,53.11%,安全透明的生成式AI聊天机器人和高级VA软件，用于自助服务自动化。,AI 聊天机器人,ai-chatbot,AI 客服助理,ai-customer-service-assistant,大型语言模型 （LLM）,large-language-models-(llms)
shufflrr-com,171230501091923198.webp,Shufflrr,舒夫夫拉,https://shufflrr.com/,--,2,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,97.68%,为您的企业提供更智能、更快速、更合规的演示文稿,AI Instagram 助手,ai-instagram-assistant,AI 演示生成器,ai-presentation-generator,AI 网站设计师,ai-website-designer
dub-ai,171405231956839135.webp,Dub AI,配音 AI,https://trydub.com/?ref=123,--,2,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,71.00%,轻松翻译和配音视频。,AI 语音克隆,ai-voice-cloning,AI 语音合成,ai-speech-synthesis,翻译,translate
flow-speak-learning-pathways,171245854463893655.webp,FLOW Speak,FLOW 朗读,https://www.flowspeak.io/,--,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAG1BMVEXOESb////l5eXr6+vOECXNDyTus7rpzM/qx8tKC6+0AAAANElEQVQ4y2MYBaNgsAEX/MCBIRQ/CGCoSMMHMgoYlAXxAWGFUQWjCuitQMkYHzACKsAPFADDblerqD3pBwAAAABJRU5ErkJggg==,60.43%,学会自信自然地说话。,其他,other,,,,
vedvaani-ai-astrology-spiritual-app,171350556257093812.webp,VedVaani,吠陀瓦尼,https://vedvaani.in/,--,1,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,100.00%,AI 占星术和精神导师,其他,other,,,,
intelligencia-ai,171215021121096032.webp,Intelligencia.ai,Intelligencia.ai,https://intelligencia.ai/,--,0,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,75.76%,AI 驱动的药物开发加速,研究工具,research-tool,,,,
charmshotai,171421834675050331.webp,Charm Shot AI,魅力射击 AI,,--,1,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,59.89%,使用迷人的背景增强图像。,AI 背景生成器,ai-background-generator,照片和图像编辑器,photo-image-editor,,
audeering-com,171242068383870457.webp,audEERING,audEERING,https://audeering.com/,--,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAGFBMVEX/zgEAAADeHwD/1AHmTADKGwDcGQAgAwBJ+7sLAAAANUlEQVQ4y2MQxA8ERhUMJQXl+EEBQyh+EMCghB8ojCqgn4I0/CCBwQU/cGAwxg8MGEbBMAIAJpmFooxAK6IAAAAASUVORK5CYII=,36.24%,语音 AI 的领先创新者,AI 分析助手,ai-analytics-assistant,,,,
joinmilo-com,171277170638142705.webp,Milo,麦洛,https://joinmilo.com/,--,0,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,93.54%,管理经营和养家糊口的无形负担。,AI 聊天机器人,ai-chatbot,育儿,parenting,大型语言模型 （LLM）,large-language-models-(llms)
dxyfer,171375081043625823.webp,DXYFER,DXYFER 公司,https://www.dxyfer.com/,--,0,https://www.toolify.ai/2.8.7/img/ES.ead96fe.png,98.92%,AI 驱动的数据分析平台,AI 分析助手,ai-analytics-assistant,,,,
gastrograph-com,171231726549180869.webp,Gastrograph.ai,Gastrograph.ai,https://gastrograph.com/,--,0,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,74.90%,AI 驱动的食品和饮料洞察,其他,other,,,,
kardome-com,171277174361530574.webp,Kardome,卡多姆,https://kardome.com/,--,0,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,36.09%,实时语音命令输入和音频输出。,AI 语音助手,ai-voice-assistants,AI 分析助手,ai-analytics-assistant,AI 聊天机器人,ai-chatbot
web3-com,171277201391122737.webp,Web3.com,Web3.com,https://web3.com/,--,1,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,98.49%,Web3 生态系统的一体化网关,Web3 网络,web3,AI 分析助手,ai-analytics-assistant,区块链,blockchain
userapi-ai,171245851587617976.webp,UserAPI,用户 API,https://www.make.com/en/register?pc=wenhua,--,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAS1BMVEXYHgb////XGQDYHAL75+nePzDaKRn30tTXFwDiXFXpg3zZIxD/+/v86ez41df42dv30dPndnDmbWfhVE7gSkH99/fgT0fgTkfcNSuB90RRAAAAjUlEQVRIx+3TOQ7EMAhAUQe8hsRZZ7n/SacwRFPFkitH4vWfBjCqW5FBU41+G4udsKEHNw9F9m295T5o/5wegcWrXykCqw/yTiS5n+V0gmp53KyYJ+4nezmg1o/DnaR95/0e2LrI/l85iA+YCvKMTst9/npBpgZF/PsfQNb//2rfSY90pOJNpgkIo3r1A911CPNZSl3gAAAAAElFTkSuQmCC,28.51%,API 层到 Midjourney,大型语言模型 （LLM）,large-language-models-(llms),文本到图像,text-to-image,AI照片和图像生成器,ai-photo-image-generator
keybe-ai,171230666239809875.webp,KB: Smart Chat,KB：智能聊天,https://keybe.ai/,--,1,,,使用 KB：智能聊天提高销售业绩,AI 聊天机器人,ai-chatbot,店员,sales-assistant,,
parmonic-com,171277202958994541.webp,Parmonic: AI Video Assistant for B2B,Parmonic：面向 B2B 的 AI 视频助手,https://parmonic.com/,--,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,83.29%,适用于 B2B 的 AI 视频助手,AI Repurpose 助手,ai-repurpose-assistant,AI 视频录制,ai-video-recording,写作助理,writing-assistants
quin-ai,171215008781867769.webp,Quin,昆,https://askquin.ai/,--,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAA51BMVEXPHiv30RcAM6u3Hz3SHin71BTRtzI1T5dBKI0ANK4AMK4AMqsCNKwIOK06X7wALq0GNawsU7gqUbckTbYPPa8AL6obRbMSP68LOa+9yOd9lNFUc8RQcMQWQLBAJ4w9JYzQtjHY3vHR1+6zv+Oisd5jf8pefMhXd8ZBZr9BYb0oVrwfUbsbSrggSrQyTJbg5POhrdyWqNqNodd7k9J6kdB0jc5yis5uiMxZc8VMa8I2XbsOQbQJPrMPN60ALak5Upg3T5j19vvq7ffJ0uzG0Ou4wuW4wuStveKntN6JndVqhMsxVbgUR7VsdcydAAABM0lEQVRIx+2QxXbDMBBF1RTSRFAzOwzmMGMZ//97Gp9uWnPrZX0X0pH07ozOgLN8FH7h/2v/Mh/gKoFG42tJAJTjOR7KnueVD8eEDKhGc3NCsujN1rGcin+IyYFSJEjCSCKjl9562p4wGGGMooMxPkVUg+61ml36dSBrtKYyv/IhpzRlU+9OTVqbqfqyed/HMLvPY3by0CFYoni4pyRRe5bfBApm9JFg9M0dYSCCvgIhKjFkt+qtRZTJp0j7biR873aqw7Zvx242HzHKcM7BHwVK+rjTFTL5kGMF1uWDI2FYkeXSfSSSheJGBKH+rixojNL6c/1WS42YNS/OBo8GTv0/Xsmd5T6iPz9/GhIq5FeCbCz7o1oJU3Vsexu6BddBavV6zd+zPYDzfICLfICCgoI/8wl40i6L1cI/gAAAAABJRU5ErkJggg==,74.29%,用于自我发现和清晰度的 AI 塔罗牌阅读器。,其他,other,,,,
fck-school,171335574424880205.webp,FCK.School,。学校,https://www.fck.school/,--,1,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,69.42%,面向学生的 AI 写作工具。,释义,paraphraser,AI Checker 论文,ai-checker-essay,AI 语法检查器,ai-grammar-checker
getpera-com,171230514660404501.webp,Pera Talent Assessment,Pera 人才测评,https://getpera.com/,--,1,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,38.05%,使用 Pera 人才测评节省时间并雇用表现最佳的员工。,AI 招聘,ai-recruiting,,,,
recursechat,171375555265980172.webp,RecurseChat,递归Chat,https://recurse.chat/,--,0,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,71.18%,用于本地 AI 聊天的个人 AI 应用程序,大型语言模型 （LLM）,large-language-models-(llms),AI 聊天机器人,ai-chatbot,,
promptmatic-for-chatgpt,171405251075984258.webp,Promptmatic,提示,https://promptmatic.ai/,--,1,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,51.18%,轻松管理 ChatGPT 模板。,写作助理,writing-assistants,,,,
model-muse-ai,171421482154387937.webp,Model Muse,模型 Muse,https://modelmuse.ai/,--,1,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,100.00%,电子商务的 AI 时装模特,AI照片和图像生成器,ai-photo-image-generator,AI 登陆页面生成器,ai-landing-page-builder,,
tweeteasy,171215010421924768.webp,Tweeteasy,啾啾易,https://tweeteasy.io/,--,0,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,49.33%,轻松增强您的推文,AI 回复助手,ai-reply-assistant,AI 社交媒体助理,ai-social-media-assistant,AI Twitter 助手,ai-twitter-assistant
studygenie,171405290394518918.webp,Studygenie,研究精灵,https://studygenie.io/,--,3,https://www.toolify.ai/2.8.7/img/US.bd559c2.png,71.24%,更快地准备测试,AI 教育助手,ai-education-assistant,AI 测验,ai-quizzes,,
caixuan-cc,171277204342196990.webp,彩漩PPT,彩漩PPT,https://caixuan.cc/,--,2,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAb1BMVEXeKQ/eJg7hOw3dIw/gMA3/3gDfKg7gMw3gLA7iPwzjRwvpawj/4gDdIA7gOA3tfwfzogX3tQPlUwvkTQvnWgrrdgjxlwX4uQL8zgH+2QD90wDrcgfwkAbvhwb0qAT6xAL7ygHoZAv4vwP1rAPnZAi5d1rFAAABAUlEQVRIx+zSy3KDMAwF0Ot3DAbbvCG8kvT/v7HMJNDpzoZNFz0brSSNNBd/0k1RXEDrcSLxS/O9h9fGV7EDpB4Z3rQd7xki8XTl+GA8IfKGKLkbUoYdga4SHdxLKS2G3qmt8s85pVtrFvi5+tX6pxC9974p3k0qbZc7QtnOGCGE6V9Ftl+QfIEjECtbsRkmznCQiPAwwohWEhwIInBnhkWsD4YDVxETaLfYYu6a7PgpTS0NjoAsfJUxNc38J07PrlbB2a90BhCUCTne37iKIRQhvwogaUkTglO41gkjG5yT312T4zxl+7nEaTJPbZrhAiYVriH4971RMApGwSigJQAAXjQKuVnwknMAAAAASUVORK5CYII=,81.29%,一站式PPT协作分享平台,AI 演示生成器,ai-presentation-generator,AI 分析助手,ai-analytics-assistant,,
